,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0022414,BP,GO:0022414,reproductive process,147/2567,388/6969,0.34772385,1,0.977374986,A1CF/ACSL4/AFF4/ANXA1/APP/AR/AREG/ARID4A/ATAT1/BCL6/BIRC5/BMP4/BMPR1A/BMPR2/CATSPER2/CCDC34/CCDC39/CCDC62/CCNB1/CCNB2/CCNH/CCT2/CDC20/CDC25B/CDC25C/CDK1/CDK7/CDKN1B/CFAP206/CFAP58/CFAP91/CFAP97D1/CLGN/DDR1/DDX3X/DEFB1/DEFB1/DMC1/DNAAF6/DND1/E2F8/EGR1/EIF2S2/EME1/ENPP2/EPO/EPOR/ETV6/FBXO5/FEM1B/FGF9/FGFR2/FOXA1/GAL3ST1/GALNTL5/GATA1/GATA3/GATA6/GDF9/GGN/GHRL/GHSR/GJA1/HAVCR2/HEXB/HMGB2/HMX3/HNF1A/HNF1B/HNF4A/HOXA9/HOXB13/HSF2/HSPA1L/INHBA/ITGAV/KATNAL1/KIF18A/KRT19/LGR4/LHX1/LIN28A/MED1/METTL14/MND1/MNS1/MTOR/MUS81/NME5/NR2F2/NR6A1/NUF2/ORC4/OVOL1/OXTR/PAFAH1B1/PDE3A/PLEKHA1/PRDX3/PRKACA/PRKAR1A/PRKAR2A/PRND/PSP-I/PTGDR2/PTPN11/PYGO1/RAD1/RBBP8/RBPJ/RHOBTB3/RMI1/RPS6/RPS6KB1/SALL1/SEPTIN7/SGO1/SIX4/SMAD4/SMC1A/SMC3/SMC4/SOX3/SPATA16/SPATA17/SPATA22/SPATA25/SPATA6/SPDYA/SPESP1/SPIN1/STRA6/TAC4/TEKT1/TERF1/TOP2A/TP53/TRPC3/TSSK2/TUBGCP3/UABP-2/WEE2/WNT2B/ZAN/ZNF148/ZP2/ZP3,147
GO:0071900,BP,GO:0071900,regulation of protein serine/threonine kinase activity,44/2567,113/6969,0.353436153,1,0.977374986,ADAM9/ADRA2A/BMP4/CCNB1/CCNB2/CCNF/CCNG1/CCNG2/CCNH/CCNI/CDK12/CDKN1B/CDKN2C/CDKN2D/DDX3X/DTNBP1/DUSP19/ERP29/FGF1/FGF18/GDF9/HHEX/HTR2B/KSR1/MAP3K12/MAP3K7/MAP4K2/MNAT1/NR2F2/PAQR3/PDCD10/PKD2/PRKAR1A/PRKAR2A/PTPN6/RGS14/SLC27A1/SPDYA/SPDYC/SPRY1/TCIM/TELO2/THBS1/TRAF6,44
GO:0002758,BP,GO:0002758,innate immune response-activating signaling pathway,27/2567,68/6969,0.353447282,1,0.977374986,APPL1/ATAT1/BPIFB1/DDX3X/DHX58/F2RL1/FFAR2/FLOT1/GPS2/HAVCR2/IRF7/LACC1/LGR4/LRRC19/LSM14A/NEK7/NLRC3/NLRX1/PJA2/RAB11FIP2/RSAD2/TASL/TIFA/TLR1/TLR3/TLR6/TYROBP,27
GO:0071375,BP,GO:0071375,cellular response to peptide hormone stimulus,27/2567,68/6969,0.353447282,1,0.977374986,AHCYL1/APPL1/ATP2B1/CAV2/DPEP1/FOXO4/GHSR/GPER1/INSIG2/JAK2/MZB1/NR4A2/OGT/PCK1/PIK3R1/PIP4K2A/PRKAR1A/PTPN11/RHOQ/ROCK1/RPS6/RPS6KB1/SESN3/SLC2A4/STAT1/TSHR/ZNF106,27
GO:0030030,BP,GO:0030030,cell projection organization,139/2567,367/6969,0.354749419,1,0.977374986,ABHD17B/APP/ARL6/ATCAY/ATG5/ATP6V1D/B3GNT2/B4GALT6/BBIP1/BBS10/BBS5/BLOC1S6/BMP5/BMPR2/BTBD3/CAPRIN1/CARMIL1/CCDC39/CDC42EP1/CEP120/CEP162/CEP250/CFAP126/CFAP206/CFAP298/CFAP58/CFAP91/CFAP97D1/CLUAP1/CNTN5/DCX/DDR1/DNAAF2/DNAAF6/DNAI2/DNAL1/DPYSL2/DTNBP1/DYNC2I2/DYNC2LI1/EFHD1/EFNA1/EFNA4/EFNB3/ENPP2/EPHB3/EXT1/F2RL1/FAM98A/FGFR2/FLOT1/FMR1/FOXJ1/FZD3/GHRL/GPM6B/HDAC6/HOXA2/IFT46/IFT52/IFT74/INPP5F/IQUB/ISLR2/KREMEN1/LCA5/LGI1/LHX1/LHX2/LIMA1/LLPH/LRTM2/MAP1B/MAPK6/MEGF9/MNS1/MTOR/NCKAP1/NEDD9/NEK1/NFATC4/NFIB/NHERF1/NME5/NR2E1/NR4A2/NRN1L/NRP1/NTRK3/NYAP1/ODAD3/P2RY12/PAFAH1B1/PAQR3/PARVG/PIERCE2/PIK3R1/PKD2/PLAA/PLD1/PLEKHA1/POU3F2/PPP1R35/PTPN11/RAB11A/RAB21/RAB3A/RAB5A/RAP1A/RHOQ/ROCK1/RSPH9/RTN4RL1/RUFY3/SEMA3E/SEMA4D/SEMA6A/SHOX2/SLITRK3/SMAD4/SNAPIN/SNX10/SPAST/SPATA6/SRCIN1/SYT3/TACSTD2/TCTN1/TCTN2/TEKT1/TMEM106B/TMEM107/TMEM138/TMEM17/TMEM237/TPBG/TTC8/TUBD1/WNT1,139
GO:0030833,BP,GO:0030833,regulation of actin filament polymerization,19/2567,47/6969,0.35518733,1,0.977374986,ADD3/ARFGEF1/CAPZA1/CAPZA2/CARMIL1/CDC42EP1/ESAM/HIP1R/KANK3/MTOR/NCK1/RASA1/RDX/SPTAN1/SPTB/TMOD2/TMOD3/TWF1/VIL1,19
GO:0048639,BP,GO:0048639,positive regulation of developmental growth,19/2567,47/6969,0.35518733,1,0.977374986,BMPR1A/BMPR2/DLL1/FGF9/FGFR2/GATA6/GHRH/GHSR/IL7/ISLR2/MAPK14/NRP1/PLAA/POU3F2/RBPJ/SEMA4D/SERP1/SYT3/ZP3,19
GO:0050866,BP,GO:0050866,negative regulation of cell activation,19/2567,47/6969,0.35518733,1,0.977374986,ANXA1/BCL6/BMP4/CD274/FOXJ1/FOXP3/GPER1/HAVCR2/IL10/MARCHF7/NRARP/PLA2G5/PRKAR1A/PTPN6/RHBDD3/SOCS5/SOCS6/TNFAIP8L2/TYROBP,19
GO:0006869,BP,GO:0006869,lipid transport,53/2567,137/6969,0.355429397,1,0.977374986,ABCD3/ABCG4/ANXA1/APOA5/APOE/APOM/ATG9A/ATG9B/C4BPA/CROT/CYP8B1/FABP1/GDF9/GPS2/GRAMD1B/GRAMD1C/HNF1A/IL6/INHBA/LIMA1/MTTP/NMB/NUS1/OSBPL10/OSBPL8/PIP4K2A/PLA2G3/PLA2G5/PLIN2/PLSCR1/PROCA1/PTPN11/RAB11A/RELCH/RPS6KB1/SAR1B/SLC10A1/SLC22A2/SLC22A6/SLC22A7/SLC27A1/SLC27A2/SLC51A/SLCO3A1/SOAT1/STARD4/STRA6/THBS1/TNF/TP53/TRPV4/VPS4B/VPS53,53
GO:0009615,BP,GO:0009615,response to virus,53/2567,137/6969,0.355429397,1,0.977374986,ATG12/AZU1/BECN1/BNIP3L/BPIFA1/BST2/CNOT7/CREBZF/CXCL10/CXCL9/DDX21/DDX3X/DHX58/EXT1/F2RL1/FMR1/HSP90AA1/IFIH1/IFN-ALPHA-1/IFN-ALPHA-10/IFN-ALPHA-17/IFN-OMEGA-2/IFN-OMEGA-6/IFN-OMEGA-7/IFNE/IFNK/IRF7/LSM14A/MAPK14/MX1/NDUFAF4/NLRC3/NLRX1/NMB/NMBR/OAS1/OAS2/OASL/PIM2/PLSCR1/POU2AF1/POU2F2/RIGI/RNF26/RSAD2/SENP7/STAT1/STING1/TRAF6/TRIM65/TRIM8/USP44/ZMYND11,53
GO:0055086,BP,GO:0055086,nucleobase-containing small molecule metabolic process,74/2567,193/6969,0.355713788,1,0.977374986,AASS/ACACA/ACAT1/ACLY/ACSL4/ACSM3/ACSS2/ADA2/ADAL/ADK/ADSS2/AK1/AK3/ALDH6A1/AMPD3/ATIC/ATP5ME/ATP5PB/ATP6/ATP8/CMPK1/CROT/DERA/DLAT/ELOVL3/FLAD1/FUT8/GFPT1/GMPPB/GMPR/GMPR2/GNAI3/GNMT/GNPNAT1/GUCY1A1/HMGCS1/HPRT1/KMO/LACC1/MDH1/MFN1/MTAP/MTHFD1/MTOR/NADK2/NAMPT/NAXD/NME4/NME5/NT5C3A/NUDT7/OARD1/PANK1/PANK2/PANK3/PDE4D/PDHA1/PDHB/PDHX/PDK3/PGM2/PGM3/PPAT/PRPSAP1/PRTFDC1/RHOQ/RNASEH2B/RRM2B/SHPK/SULT1C3/SULT2A1/UGDH/UGP2/UOX,74
GO:0009100,BP,GO:0009100,glycoprotein metabolic process,56/2567,145/6969,0.355766312,1,0.977374986,A4GNT/ALG11/ALG2/ALG6/ALG8/ARFGEF1/B3GALT1/B3GALT2/B3GALT4/B3GAT1/B3GAT2/B3GNT2/B3GNT5/B3GNT8/B4GALT3/B4GALT6/BMPR1B/BMPR2/BPNT2/CTNNB1/CYTL1/DPAGT1/DPM1/EXT1/EXTL1/FUT2/FUT8/GALNT1/GALNT11/GALNT14/GALNT4/GATA1/GCNT7/HEXB/ITM2A/ITM2B/MAGT1/MAN1A2/NCSTN/NDST3/NEU2/NUS1/OGT/POFUT1/PORCN/RAMP1/RPN2/RXYLT1/SERP1/SLC35C1/SLC39A8/SOAT1/ST6GALNAC2/STT3B/TMTC4/UGDH,56
GO:0051094,BP,GO:0051094,positive regulation of developmental process,130/2567,343/6969,0.357048913,1,0.977374986,ADAM9/ADGRL2/ADRA2B/ANKRD54/ANXA1/AR/ATP2B1/BAMBI/BCL6/BEND6/BLOC1S6/BMP4/BMP5/BMPR1A/BMPR1B/BMPR2/CAPRIN1/CCBE1/CD27/CD53/CDC20/CEBPA/CRB2/CSF3/CTNNB1/CXCL9/CYB5D2/DCT/DDHD1/DDHD2/DLL1/DLX2/DNAI3/ENPP2/EPHB3/FGF1/FGF18/FGF9/FGFR2/FLOT1/FOXA1/FOXJ1/FZD3/GATA1/GATA3/GATA6/GDF9/GDPD2/GHRH/GHRL/GHSR/GJA1/GPER1/HAPLN2/HOXB7/HOXD3/IL10/IL7/INHBA/ISLR2/KDF1/KMT5B/KRAS/LGR4/LHX1/LIG4/LIN28A/LINGO4/LLPH/LRP3/LRRTM2/LTF/MAML1/MAPK14/MAPK6/MAPK9/MED1/MEDAG/MTDH/MTOR/MYOG/NAP1L1/NEDD9/NFATC2/NR2E1/NRP1/OSR2/PAFAH1B1/PCK1/PDE3A/PLAA/POU3F2/PROC/RAB21/RAMP2/RAP1A/RBPJ/RHOB/SEMA4D/SERP1/SERPINF1/SHLD2/SHOX2/SIX4/SLITRK3/SMAD4/SOCS5/SOX4/SPRY1/STAT1/STOX1/SYT3/TACSTD2/TENT5A/TFRC/TGFB3/THBS1/TNFSF13B/TPBG/TRAF6/TYROBP/WIF1/WNT1/WNT11/WNT2B/ZBTB1/ZC4H2/ZDHHC6/ZHX3/ZP3,130
GO:0000288,BP,GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",9/2567,21/6969,0.358326227,1,0.977374986,CAPRIN1/CNOT6/CNOT7/CSDE1/DCP1B/DCP2/PAIP1/PAN2/PAN3,9
GO:0002455,BP,GO:0002455,humoral immune response mediated by circulating immunoglobulin,9/2567,21/6969,0.358326227,1,0.977374986,C1QC/C1S/C3/C5/CFB/FOXJ1/LTA/PTPN6/ZP3,9
GO:0006805,BP,GO:0006805,xenobiotic metabolic process,9/2567,21/6969,0.358326227,1,0.977374986,CBR1/CRYZ/CYP1A1/CYP1A2/CYP2U1/GSTA1/HNF4A/SULT1C3/SULT2A1,9
GO:0032608,BP,GO:0032608,interferon-beta production,9/2567,21/6969,0.358326227,1,0.977374986,DDX3X/FLOT1/HSP90AA1/IRF7/NLRX1/PTPN11/REL/STING1/TRIM65,9
GO:0032648,BP,GO:0032648,regulation of interferon-beta production,9/2567,21/6969,0.358326227,1,0.977374986,DDX3X/FLOT1/HSP90AA1/IRF7/NLRX1/PTPN11/REL/STING1/TRIM65,9
GO:0033627,BP,GO:0033627,cell adhesion mediated by integrin,9/2567,21/6969,0.358326227,1,0.977374986,ADAM9/DPP4/EXT1/IFT74/ITGA4/ITGB1/ITGB6/PTPN11/PTPN6,9
GO:0060996,BP,GO:0060996,dendritic spine development,9/2567,21/6969,0.358326227,1,0.977374986,CAPRIN1/EFNA1/EPHB3/FMR1/HDAC6/LLPH/MAPK6/PAFAH1B1/SRCIN1,9
GO:0062208,BP,GO:0062208,positive regulation of pattern recognition receptor signaling pathway,9/2567,21/6969,0.358326227,1,0.977374986,ATAT1/DDX3X/DHX58/F2RL1/FLOT1/NEK7/PJA2/RSAD2/TASL,9
GO:0090100,BP,GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,9/2567,21/6969,0.358326227,1,0.977374986,BMP4/BMPR1A/BMPR2/CRB2/FGF9/JAK2/RBPJ/SMAD4/THBS1,9
GO:0090497,BP,GO:0090497,mesenchymal cell migration,9/2567,21/6969,0.358326227,1,0.977374986,BMP4/EDNRB/HTR2B/NRP1/SEMA3E/SEMA4D/SEMA6A/SOX10/TPBG,9
GO:0000041,BP,GO:0000041,transition metal ion transport,14/2567,34/6969,0.359069981,1,0.977374986,ABCB7/ATP7A/CP/LTF/SLC11A2/SLC1A1/SLC30A4/SLC39A8/STEAP1/STEAP2/STEAP3/TF/TFR2/TFRC,14
GO:0010469,BP,GO:0010469,regulation of signaling receptor activity,14/2567,34/6969,0.359069981,1,0.977374986,ADRA2A/ADRA2B/ANKRD13C/APP/AREG/CACNG7/CBL/HDAC2/HDAC6/IL10/JAK2/KLHL24/SOCS4/SOCS5,14
GO:0030010,BP,GO:0030010,establishment of cell polarity,14/2567,34/6969,0.359069981,1,0.977374986,ARFGEF1/CENPA/CRB2/FOXJ1/FRMD4B/GJA1/MAD2L1/MAP1B/NHERF1/PAFAH1B1/RAB11FIP2/SPDL1/SPRY1/UBXN2B,14
GO:0051209,BP,GO:0051209,release of sequestered calcium ion into cytosol,14/2567,34/6969,0.359069981,1,0.977374986,CALM2/CALM3/CXCL10/CXCL9/ERO1A/GP9/GPER1/HRC/HTR2B/IBTK/PKD2/PLCH1/PTPN6/TMEM38B,14
GO:0051282,BP,GO:0051282,regulation of sequestering of calcium ion,14/2567,34/6969,0.359069981,1,0.977374986,CALM2/CALM3/CXCL10/CXCL9/ERO1A/GP9/GPER1/HRC/HTR2B/IBTK/PKD2/PLCH1/PTPN6/TMEM38B,14
GO:0051283,BP,GO:0051283,negative regulation of sequestering of calcium ion,14/2567,34/6969,0.359069981,1,0.977374986,CALM2/CALM3/CXCL10/CXCL9/ERO1A/GP9/GPER1/HRC/HTR2B/IBTK/PKD2/PLCH1/PTPN6/TMEM38B,14
GO:0008033,BP,GO:0008033,tRNA processing,22/2567,55/6969,0.359968258,1,0.977374986,DTWD1/ELP1/ELP2/ELP4/METTL8/MTO1/OSGEPL1/PUSL1/RPP25/RPP30/SEPSECS/SSB/THUMPD1/TRIT1/TRMT10C/TRMT6/TRMT9B/TRUB1/TSEN15/TSEN2/TYW3/TYW5,22
GO:0032386,BP,GO:0032386,regulation of intracellular transport,25/2567,63/6969,0.363453932,1,0.977374986,BMP4/BNIP3L/DENND10/GCC2/HSPA1L/INPP5F/INSIG1/MAP1B/MAPK1/MAPK14/NUP214/NUS1/PDCD10/PIK3R1/PTPN11/RAB21/RDX/RINT1/RNF139/SAR1B/SLC1A1/TAMALIN/TRPV4/YIPF5/ZFAND1,25
GO:0090092,BP,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,25/2567,63/6969,0.363453932,1,0.977374986,ASPN/BAMBI/BMP4/BMPR1A/BMPR2/CAV1/CAV2/CD109/CHRDL1/CIDEA/CRB2/FGF9/GPR155/JAK2/LDLRAD4/LEMD3/LOX/PALS1/RASL11B/RBPJ/SMAD4/SOST/SPRY1/THBS1/WNT1,25
GO:0007420,BP,GO:0007420,brain development,60/2567,156/6969,0.363840067,1,0.977374986,AGTPBP1/AKIRIN2/APP/ARNT2/ATAT1/B3GNT5/BARHL1/BMI1/BMP4/BMPR1A/BTBD3/CCDC39/CEP120/CHD8/CLN5/CNTN5/DCT/DCX/DLL1/DLX2/EPHB3/EPOR/EXT1/FGFR2/FOXJ1/FZD3/GHRH/GIT2/HMX3/HOXA2/HOXB2/INHBA/KRAS/LHX1/LHX2/MED1/METTL14/MNAT1/NFIB/NME5/NR2E1/NR4A2/NRP1/PAFAH1B1/PALS1/PDSS2/POU3F2/PROP1/PTPN11/RBPJ/RTN4RL1/SALL1/SEMA3E/SLC1A1/SLC23A1/SMARCA1/TRNP1/WDR62/WNT1/WNT2B,60
GO:0050730,BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,28/2567,71/6969,0.366032819,1,0.977374986,ADRA2A/APP/AREG/CASS4/CAV1/CBL/CNOT7/EFNA1/ENPP2/EPO/FCGR1A/GATA1/IL15/IL6R/IL7/INPP5F/JAK2/MTOR/NEDD9/NRP1/PTPN11/PTPN6/RAP2C/SEMA4D/SOCS4/SOCS5/SRCIN1/TRPV4,28
GO:0008217,BP,GO:0008217,regulation of blood pressure,17/2567,42/6969,0.366087948,1,0.977374986,ADORA1/AR/ATP2B1/BMPR2/DLL1/EDNRA/EDNRB/ENPEP/EXT1/F2RL1/GNA13/ID2/KCNK6/NCALD/OXTR/RAMP2/RNLS,17
GO:0097553,BP,GO:0097553,calcium ion transmembrane import into cytosol,17/2567,42/6969,0.366087948,1,0.977374986,CALM2/CALM3/CXCL10/CXCL9/EPO/ERO1A/GP9/GPER1/HRC/HTR2B/IBTK/PKD2/PLCH1/PTPN6/TMEM38B/TRPC3/TRPV4,17
GO:0007584,BP,GO:0007584,response to nutrient,7/2567,16/6969,0.369178491,1,0.977374986,CDKN2D/CYP24A1/MED1/MTOR/OGT/POSTN/STAT1,7
GO:0010718,BP,GO:0010718,positive regulation of epithelial to mesenchymal transition,7/2567,16/6969,0.369178491,1,0.977374986,BAMBI/BMP4/CRB2/CTNNB1/MTOR/SMAD4/TGFB3,7
GO:0032728,BP,GO:0032728,positive regulation of interferon-beta production,7/2567,16/6969,0.369178491,1,0.977374986,DDX3X/FLOT1/HSP90AA1/IRF7/PTPN11/STING1/TRIM65,7
GO:0034340,BP,GO:0034340,response to type I interferon,7/2567,16/6969,0.369178491,1,0.977374986,CNOT7/IFNAR1/IRF7/LSM14A/MX1/STAT1/TRIM65,7
GO:0045646,BP,GO:0045646,regulation of erythrocyte differentiation,7/2567,16/6969,0.369178491,1,0.977374986,ANKRD54/GATA1/HSPA9/INHBA/MAPK14/MED1/STAT1,7
GO:0045921,BP,GO:0045921,positive regulation of exocytosis,7/2567,16/6969,0.369178491,1,0.977374986,CADPS2/F2RL1/RAB27A/RAB5A/RAB9A/VPS4B/ZP3,7
GO:0046626,BP,GO:0046626,regulation of insulin receptor signaling pathway,7/2567,16/6969,0.369178491,1,0.977374986,MZB1/OGT/PIK3R1/PIP4K2A/PTPN11/RPS6KB1/SESN3,7
GO:0048002,BP,GO:0048002,antigen processing and presentation of peptide antigen,7/2567,16/6969,0.369178491,1,0.977374986,FCER1G/FCGR1A/IDE/MFSD6/SLA-DMB/TAP2/TRAF6,7
GO:0048255,BP,GO:0048255,mRNA stabilization,7/2567,16/6969,0.369178491,1,0.977374986,ANGEL2/CSDE1/DND1/PAIP1/TENT5A/TENT5C/TRAF5,7
GO:0051148,BP,GO:0051148,negative regulation of muscle cell differentiation,7/2567,16/6969,0.369178491,1,0.977374986,BMPR1A/BMPR2/DLL1/EREG/FOXO4/NFATC2/SMAD4,7
GO:0051447,BP,GO:0051447,negative regulation of meiotic cell cycle,7/2567,16/6969,0.369178491,1,0.977374986,CCNB1/CCNB2/FBXO5/OVOL1/PRKACA/RAD1/WEE2,7
GO:0071103,BP,GO:0071103,DNA conformation change,7/2567,16/6969,0.369178491,1,0.977374986,ANXA1/HHEX/HMGB2/MNAT1/POT1/TOP2A/TOP2B,7
GO:0071357,BP,GO:0071357,cellular response to type I interferon,7/2567,16/6969,0.369178491,1,0.977374986,CNOT7/IFNAR1/IRF7/LSM14A/MX1/STAT1/TRIM65,7
GO:0071385,BP,GO:0071385,cellular response to glucocorticoid stimulus,7/2567,16/6969,0.369178491,1,0.977374986,ANXA1/CASP9/JAK2/NR3C1/PCK1/RPS6KB1/SMYD3,7
GO:1901976,BP,GO:1901976,regulation of cell cycle checkpoint,7/2567,16/6969,0.369178491,1,0.977374986,CCNB1/FEM1B/GEN1/MAD2L1/PPP1R10/RNASEH2B/USP44,7
GO:1902930,BP,GO:1902930,regulation of alcohol biosynthetic process,7/2567,16/6969,0.369178491,1,0.977374986,ABCG4/BMP5/CLCN2/FGF1/GPER1/SCAP/SREBF1,7
GO:1903051,BP,GO:1903051,negative regulation of proteolysis involved in protein catabolic process,7/2567,16/6969,0.369178491,1,0.977374986,MARCHF7/N4BP1/OGT/STYX/TAF9/WAC/WNT1,7
GO:1904356,BP,GO:1904356,regulation of telomere maintenance via telomere lengthening,7/2567,16/6969,0.369178491,1,0.977374986,CCT2/HMBOX1/HNRNPA1/NEK7/POT1/TERF1/TNKS2,7
GO:0003333,BP,GO:0003333,amino acid transmembrane transport,12/2567,29/6969,0.370688215,1,0.977374986,CLN3/SFXN1/SFXN2/SLC1A1/SLC1A2/SLC1A3/SLC1A6/SLC25A22/SLC38A2/SLC38A3/SLC7A2/SLC7A7,12
GO:0006641,BP,GO:0006641,triglyceride metabolic process,12/2567,29/6969,0.370688215,1,0.977374986,C3/DDHD2/GNB3/GPIHBP1/INSIG1/INSIG2/LPL/PCK1/PNPLA3/PTPN11/SLC37A4/SREBF1,12
GO:0008543,BP,GO:0008543,fibroblast growth factor receptor signaling pathway,12/2567,29/6969,0.370688215,1,0.977374986,APLN/EXT1/FGF1/FGF18/FGF21/FGF9/FGFR2/GATA3/PTPN11/RAB14/SPRY1/THBS1,12
GO:0031099,BP,GO:0031099,regeneration,12/2567,29/6969,0.370688215,1,0.977374986,ANXA1/BCL9/CDKN1B/IL6/INPP5F/KREMEN1/MED1/MYOZ1/NFIB/RTN4RL1/TEC/TXK,12
GO:0050806,BP,GO:0050806,positive regulation of synaptic transmission,12/2567,29/6969,0.370688215,1,0.977374986,ADORA1/APP/CACNG7/DTNBP1/FLOT1/LRRTM2/NCSTN/NFATC4/NR2E1/RGS14/SCGN/SLC1A1,12
GO:0050810,BP,GO:0050810,regulation of steroid biosynthetic process,12/2567,29/6969,0.370688215,1,0.977374986,ABCG4/BMP5/CLCN2/CYP7A1/EGR1/FGF1/FGFR4/INSIG1/INSIG2/SCAP/SREBF1/STAR,12
GO:0042060,BP,GO:0042060,wound healing,43/2567,111/6969,0.371660887,1,0.977374986,ADRA2A/ADRA2B/ANXA1/ARFGEF1/BLOC1S6/CD109/CHMP2B/CLDN19/CPB2/DDR1/DTNBP1/EXT1/F13B/F2R/F2RL1/F7/FCER1G/FGF1/FGFR1OP2/GATA1/GNA13/GP9/HABP2/HNF4A/HPS4/JAK2/MTOR/MYOZ1/NFE2L2/P2RY12/PDCD10/PLG/PPL/PROC/PTPN6/RAB27A/SERPINC1/SERPIND1/SERPINE1/TEC/THBD/THBS1/TXK,43
GO:0002221,BP,GO:0002221,pattern recognition receptor signaling pathway,26/2567,66/6969,0.376521224,1,0.977374986,APPL1/ATAT1/BPIFB1/DDX3X/DHX58/F2RL1/FFAR2/FLOT1/GPS2/HAVCR2/IRF7/LACC1/LGR4/LRRC19/LSM14A/NEK7/NLRC3/NLRX1/PJA2/RAB11FIP2/RSAD2/TASL/TIFA/TLR1/TLR3/TLR6,26
GO:1901615,BP,GO:1901615,organic hydroxy compound metabolic process,71/2567,186/6969,0.377535098,1,0.977374986,ABCG4/ACER2/APOE/APOF/APP/APPL1/ATP7A/BMP5/CEBPA/CLCN2/CTSK/CYP1A1/CYP1A2/CYP24A1/CYP51A1/CYP7A1/CYP8B1/DBH/DCT/DDC/DIO1/DPAGT1/DPM1/DUOX2/DUOXA2/EDNRB/FDFT1/FGF1/FGFR4/GATA3/GNB3/GPER1/HDC/HMGCS1/HNF1A/HPRT1/HSD17B1/IDH1/IMPA1/INSIG1/INSIG2/IYD/LDHC/LIMA1/MED1/MSMO1/NR4A2/NUDT3/NUS1/OCA2/PCK1/PRKAA2/PTS/RETSAT/SCAP/SCNN1B/SHPK/SLC1A1/SLC24A5/SLC27A2/SLC37A4/SLC5A3/SOAT1/SPTLC1/SPTLC3/SQLE/SREBF1/STAR/SULT2A1/THTPA/TPK1,71
GO:0007498,BP,GO:0007498,mesoderm development,15/2567,37/6969,0.37799291,1,0.977374986,BMP4/BMPR1A/BMPR2/CRB2/EXT1/GJA1/HNF1A/INHBA/LHX1/LHX2/MESP2/OVOL1/PRKAR1A/SMAD4/WNT11,15
GO:0042310,BP,GO:0042310,vasoconstriction,15/2567,37/6969,0.37799291,1,0.977374986,ADORA1/ADRA1D/ADRA2A/ADRA2B/ATP2B1/BMPR2/COX1/COX2/EDNRA/EDNRB/F2RL1/HTR1B/HTR2B/OXTR/SCNN1B,15
GO:1903844,BP,GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,15/2567,37/6969,0.37799291,1,0.977374986,ASPN/BAMBI/CAV1/CAV2/CD109/CIDEA/LDLRAD4/LEMD3/LOX/PALS1/RASL11B/SMAD4/SPRY1/THBS1/WNT1,15
GO:0030198,BP,GO:0030198,extracellular matrix organization,29/2567,74/6969,0.378194292,1,0.977374986,ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS9/APP/CAV2/COL10A1/COL11A2/COL5A2/COL9A1/DDR1/DPP4/DPT/EXT1/FBLN5/FGFR4/FLOT1/FMOD/HAPLN2/KLK4/LOX/MMP16/NR2E1/NTN4/POSTN/RAMP2/RIC1/SLC39A8/TMEM38B,29
GO:0043062,BP,GO:0043062,extracellular structure organization,29/2567,74/6969,0.378194292,1,0.977374986,ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS9/APP/CAV2/COL10A1/COL11A2/COL5A2/COL9A1/DDR1/DPP4/DPT/EXT1/FBLN5/FGFR4/FLOT1/FMOD/HAPLN2/KLK4/LOX/MMP16/NR2E1/NTN4/POSTN/RAMP2/RIC1/SLC39A8/TMEM38B,29
GO:0044242,BP,GO:0044242,cellular lipid catabolic process,29/2567,74/6969,0.378194292,1,0.977374986,ACADL/ACADM/ACAT1/ACOX1/AUH/BDH2/CPT1A/CROT/DDHD2/DECR2/ENPP2/GLYATL2/GPIHBP1/HEXB/HSD17B4/INPP5F/LPL/NAPEPLD/NEU2/NUDT7/PCCB/PCK1/PEX2/PHYH/PLA2G5/PLD1/PNPLA3/SLC27A2/SMPD3,29
GO:0045229,BP,GO:0045229,external encapsulating structure organization,29/2567,74/6969,0.378194292,1,0.977374986,ADAMTS1/ADAMTS10/ADAMTS15/ADAMTS9/APP/CAV2/COL10A1/COL11A2/COL5A2/COL9A1/DDR1/DPP4/DPT/EXT1/FBLN5/FGFR4/FLOT1/FMOD/HAPLN2/KLK4/LOX/MMP16/NR2E1/NTN4/POSTN/RAMP2/RIC1/SLC39A8/TMEM38B,29
GO:0001504,BP,GO:0001504,neurotransmitter uptake,5/2567,11/6969,0.380440882,1,0.977374986,FLOT1/GPM6B/SLC18A2/SLC18B1/SLC1A6,5
GO:0002269,BP,GO:0002269,leukocyte activation involved in inflammatory response,5/2567,11/6969,0.380440882,1,0.977374986,APP/AZU1/JAK2/SCNN1B/TYROBP,5
GO:0002474,BP,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,5/2567,11/6969,0.380440882,1,0.977374986,FCER1G/FCGR1A/IDE/MFSD6/TAP2,5
