,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0046513,BP,GO:0046513,ceramide biosynthetic process,19/2934,31/6969,0.024175059,0.300332336,0.278336908,AGK/B4GALT5/CCN1/CERS2/CERS4/CYP4F22/DEGS1/GBA1/ORMDL2/ORMDL3/P2RX7/SAMD8/SGMS2/SMPD2/SPHK1/SPTSSA/ST3GAL1/ST3GAL3/UGCG,19
GO:0071887,BP,GO:0071887,leukocyte apoptotic process,19/2934,31/6969,0.024175059,0.300332336,0.278336908,ARG2/BAX/BBC3/BCL10/CCL5/CRKL/FADD/FAS/HSH2D/KDELR1/LGALS13/MIF/ORMDL3/P2RX7/PIK3CD/RIPK3/SELENOS/SIRT1/ST3GAL1,19
GO:0016052,BP,GO:0016052,carbohydrate catabolic process,26/2934,45/6969,0.024234689,0.300332336,0.278336908,ALDOC/DDIT4/ENO3/ENO4/GALT/GAPDH/GCK/GPI/NEU1/NEU3/P2RX7/PGAM1/PGAM2/PGK1/PHKG2/PPP1R3B/PPP2CA/PSEN1/RBKS/SLC4A1/SORD/TIGAR/TKFC/TPI1/UCP2/ZBTB7A,26
GO:0002181,BP,GO:0002181,cytoplasmic translation,25/2934,43/6969,0.024440226,0.300332336,0.278336908,DENR/DRG1/EIF3H/EIF3I/EIF4A1/FTSJ1/IGF2BP1/METTL3/RPL22/RPL26/RPL29/RPL32/RPL36/RPL6/RPLP0/RPLP1/RPLP2/RPS21/RPS23/RPS26/RPS28/RPS29/RPSA/SLBP/UNK,25
GO:0045766,BP,GO:0045766,positive regulation of angiogenesis,25/2934,43/6969,0.024440226,0.300332336,0.278336908,ABL1/ADM/AQP1/BTG1/CD40/CHI3L1/CTSH/CXCL8/EPHA1/F3/FUT1/GATA2/HSPB6/HYAL1/IL1A/ITGA5/PAK4/PDCL3/PTK2B/RRAS/SIRT1/SMAD1/SP1/SPHK1/VEGFA,25
GO:0051100,BP,GO:0051100,negative regulation of binding,25/2934,43/6969,0.024440226,0.300332336,0.278336908,ATP2A2/BAG2/BAX/CSNK1E/CTSZ/DDIT3/DVL1/GTF2F1/GTPBP4/HEY2/MAD2L2/NOG/PARK7/PEX19/PIN1/PLN/PSEN1/RACK1/RALB/SIN3A/SMO/SRI/STUB1/TFIP11/TMSB4X,25
GO:1904018,BP,GO:1904018,positive regulation of vasculature development,25/2934,43/6969,0.024440226,0.300332336,0.278336908,ABL1/ADM/AQP1/BTG1/CD40/CHI3L1/CTSH/CXCL8/EPHA1/F3/FUT1/GATA2/HSPB6/HYAL1/IL1A/ITGA5/PAK4/PDCL3/PTK2B/RRAS/SIRT1/SMAD1/SP1/SPHK1/VEGFA,25
GO:0031397,BP,GO:0031397,negative regulation of protein ubiquitination,20/2934,33/6969,0.02446289,0.300332336,0.278336908,ABL1/BAG2/BUB3/CRY1/FYN/GTPBP4/ISG15/MAD2L2/OTUB1/OTUB2/PARK7/PSEN1/RPS3/SIRT7/SMAD7/SPRY2/SQSTM1/TNFAIP3/TRIM44/VPS28,20
GO:0048144,BP,GO:0048144,fibroblast proliferation,21/2934,35/6969,0.024632451,0.300332336,0.278336908,AQP1/BAX/BRK1/C1QL4/CD248/CDK4/CKS1B/ESR1/FBXO4/IFI30/KAT2A/LIF/MED31/MIF/MORC3/MYC/PDGFA/SPHK1/TGFB1/TP53INP1/TRIM32,21
GO:0030148,BP,GO:0030148,sphingolipid biosynthetic process,22/2934,37/6969,0.024701081,0.300332336,0.278336908,A4GALT/ACER1/AGK/B4GALT5/CCN1/CERS2/CERS4/CYP4F22/DEGS1/GBA1/KDSR/ORMDL2/ORMDL3/P2RX7/SAMD8/SGMS2/SMPD2/SPHK1/SPTSSA/ST3GAL1/ST3GAL3/UGCG,22
GO:0042158,BP,GO:0042158,lipoprotein biosynthetic process,22/2934,37/6969,0.024701081,0.300332336,0.278336908,ATG10/ATG13/DPM2/DPM3/GBA1/PGAP3/PIGC/PIGF/PIGL/PIGO/PIGQ/PIGT/PIGU/SELENOK/SVIP/UGCG/WDR45/ZDHHC16/ZDHHC23/ZDHHC5/ZDHHC7/ZDHHC9,22
GO:0031329,BP,GO:0031329,regulation of cellular catabolic process,80/2934,160/6969,0.025131576,0.303875953,0.281621001,ABHD5/AGO2/APOA4/APOC3/ATG13/BAX/CHMP4A/CISD2/CNOT3/CNOT8/DAP/DCP1A/DCPS/DDX49/DEPP1/DRAM1/EIF4A3/ELAVL1/EPM2A/EXOSC3/FASTK/FBXO7/FOXO1/FURIN/GFAP/IGF2BP1/IL10RA/KEAP1/LEPR/MAGOH/MCL1/MFSD2A/NAF1/ORMDL3/P2RX7/PABPC4/PCID2/PDE12/PHF23/PLK2/PLK3/PNLDC1/PNPLA2/POLDIP2/PRKN/PSEN1/RAB39B/RALB/RBM38/RBM8A/RNF41/RNF5/RRAGA/SESN2/SIRT1/SLC25A5/SNX30/SQSTM1/STK38L/SVIP/TBRG4/TICAM1/TIGAR/TIMP1/TIMP3/TIRAP/TMEM39A/TMEM59/TP53INP1/TRAF2/TRIM27/TRIM32/TTC5/TWIST1/UBQLN4/ULK3/ZFP36/ZFP36L1/ZFP36L2/ZSWIM8,80
GO:0000165,BP,GO:0000165,MAPK cascade,105/2934,215/6969,0.025329196,0.303875953,0.281621001,ABL1/ACKR3/ADRA1B/ALOX15/ARHGEF2/ATF3/AVPI1/C1QL4/CAV3/CCL1/CCL2/CCL25/CCL4/CCL5/CCL8/CCN1/CD4/CD40/CHI3L1/CRKL/CSF2/CTSH/DOK5/DSTYK/DUSP10/DUSP26/DUSP3/DUSP4/DUSP5/DUSP6/EPHA2/FAS/FFAR4/FGF19/GADD45B/GBA1/GDF15/GPR37/GRB10/GRB2/HRH4/HYAL2/IGFBP6/INPP5K/LAMTOR1/LAMTOR2/LEMD2/LIF/LPAR2/MAP2K2/MAP2K7/MAP3K3/MAPK8IP1/MEF2A/MEN1/MIF/MOS/MT3/MTURN/MYC/NBR1/NF2/NTRK1/P2RX7/PDGFA/PEA15/PHB2/PIK3R5/PIN1/PSEN1/PSMD10/PTK2B/RAP1B/RAP2B/RELL2/RGS2/RNF41/RPS3/RRAS/SCIMP/SEMA4C/SH2B3/SHC1/SLC11A1/SMAD1/SOD1/SOX9/SPHK1/SPRED1/SPRY2/SPRY3/TAOK3/TGFA/TGFB1/TIMP3/TIRAP/TLR4/TMEM106A/TRAF2/TRAF3/UCHL1/VEGFA/WDR54/WNT7A/ZFP36,105
GO:0010761,BP,GO:0010761,fibroblast migration,10/2934,14/6969,0.025822539,0.303875953,0.281621001,CCN3/CD248/DMTN/HYAL2/LAMTOR2/MACIR/PIP5K1A/TGFB1/TMEM201/ZFAND5,10
GO:0014909,BP,GO:0014909,smooth muscle cell migration,10/2934,14/6969,0.025822539,0.303875953,0.281621001,ABHD2/AIF1/CCN3/DDIT3/GRB10/NR4A3/PDGFA/PLAT/SEMA6D/TLR4,10
GO:0016578,BP,GO:0016578,histone deubiquitination,10/2934,14/6969,0.025822539,0.303875953,0.281621001,ATXN7L3/BAP1/ENY2/KAT2A/MPND/SF3B5/SUPT7L/TADA1/TADA3/TAF7,10
GO:0032527,BP,GO:0032527,protein exit from endoplasmic reticulum,10/2934,14/6969,0.025822539,0.303875953,0.281621001,BCAP31/DERL3/FAF2/MAP1LC3C/PREB/SAR1A/SELENOS/SVIP/TMEM129/VCP,10
GO:0034204,BP,GO:0034204,lipid translocation,10/2934,14/6969,0.025822539,0.303875953,0.281621001,ATP8B2/KCNN4/MFSD2A/P2RX7/PLSCR3/PLSCR4/SLC4A1/SLC66A2/TRPC5/XKR9,10
GO:0045332,BP,GO:0045332,phospholipid translocation,10/2934,14/6969,0.025822539,0.303875953,0.281621001,ATP8B2/KCNN4/MFSD2A/P2RX7/PLSCR3/PLSCR4/SLC4A1/SLC66A2/TRPC5/XKR9,10
GO:0071260,BP,GO:0071260,cellular response to mechanical stimulus,10/2934,14/6969,0.025822539,0.303875953,0.281621001,AQP1/BCL10/CASP8/CD40/FADD/IRF1/PDE2A/SOX9/TLR4/TNFSF14,10
GO:0006457,BP,GO:0006457,protein folding,38/2934,70/6969,0.026031349,0.305243041,0.282887968,AHSA1/AIP/CALR/CCT3/CCT4/CDC37/CHCHD4/CLU/DNAJA2/DNAJA3/DNAJB1/DNAJB11/DNAJB12/DNAJB13/DNAJB2/FKBP11/FKBP2/HSPA6/HSPB1/HSPB6/MESD/PDCL3/PDIA5/PDRG1/PEX19/PFDN1/PFDN2/PFDN4/PFDN5/PPIC/PPID/PPIF/PPIL2/PPIL3/SDF2/TBCB/TBCC/TOR1A,38
GO:0032880,BP,GO:0032880,regulation of protein localization,98/2934,200/6969,0.027121826,0.315834013,0.292703289,AKAP5/ANG/ARF6/ARHGDIA/ATP5IF1/BBC3/BCAP31/C2CD2L/CCN3/CCNE2/CCT4/CDK9/CELA2A/CHGA/CRKL/CSNK1E/DDRGK1/DERL3/DMAP1/DMTN/DVL1/EPHA2/EPM2A/FBXO4/FKBP1B/FOXO1/FYN/GDI2/GPC2/HADH/HYAL2/IER3IP1/IL12B/IL1A/INHBB/INPP5K/INPPL1/KCNJ11/KCNN4/LAMTOR5/LEPROT/LIF/LIMK2/LRRC8A/MESD/MPC2/MSN/MYOM1/NF2/NKX3-1/NOS2/NSFL1C/OAZ3/ORMDL3/P2RX7/PARK7/PIAS4/PIN1/PKIG/PLK3/PPARG/PRKN/PSEN1/PTPN9/RACK1/RAMP3/RHBDF2/RNF4/RTN4/SAR1A/SESN2/SIDT2/SIN3A/SIRT4/SIRT7/SIX1/SMO/SQSTM1/SRI/SVIP/SWAP70/TESK1/TGFB1/TLR2/TLR4/TMEM35A/TOMM7/TP53INP2/TRH/UQCC2/VAMP8/VCL/VCP/VPS28/WRAP53/ZDHHC5/ZDHHC7/ZPR1,98
GO:0045785,BP,GO:0045785,positive regulation of cell adhesion,60/2934,117/6969,0.02712626,0.315834013,0.292703289,ABL1/AIF1/ALOX15/ARPC2/B2M/BCL10/CALR/CCL25/CCN1/CCR7/CD40LG/CD80/CDC42/CRKL/DHPS/DMTN/DUSP10/DUSP26/ECM2/EPHA1/FADD/FUT1/GCNT1/HYAL1/IGFBP2/IL12B/IL18/IL1A/IL23A/ITGB2/LIF/NCK2/NR4A3/OLFM4/PDPN/PLPP3/PTK2B/RARA/RELL2/RHOA/RHOD/RNASE10/RPS3/RRAS/S100A10/SART1/SASH3/SLA-DQB1/SLC7A1/SMAD7/SOCS1/STAT5A/STAT5B/TESK1/TFE3/TGFB1/TNFSF14/TNFSF9/VEGFA/VTCN1,60
GO:0000209,BP,GO:0000209,protein polyubiquitination,36/2934,66/6969,0.027345226,0.316149186,0.29299538,AREL1/ARIH2/FBXO4/FBXO7/GABARAP/MKRN1/OTUB1/OTUB2/PELI3/PEX12/PPIL2/PRKN/PRPF19/RNF114/RNF180/RNF19B/RNF41/RNF5/RNF8/RUSC1/SPOP/STUB1/TMEM129/TNFAIP3/TRAF2/TRAF3/TRIM27/TRIM32/TRIM44/TRIM45/TRIM62/UBE2B/UBE2C/UBE2D1/UBE2J2/UBE2T,36
GO:0050821,BP,GO:0050821,protein stabilization,36/2934,66/6969,0.027345226,0.316149186,0.29299538,APOA1/ATP1B1/BAG2/BAG6/CALR/CCT4/CDC37/CLU/DVL1/GAPDH/GET1/GLMP/GNAQ/GTPBP4/IFI30/IP6K2/MORC3/MT3/PARK7/PDCL3/PEX19/PHB2/PIM1/PIN1/PLPP3/PRKN/RTN4/SAV1/SMAD7/SMO/STUB1/TBRG1/TRIM39/TRIM44/TSPAN1/UBE2B,36
GO:0002763,BP,GO:0002763,positive regulation of myeloid leukocyte differentiation,11/2934,16/6969,0.028793235,0.32715072,0.303191195,CASP8/CD101/EVI2B/FADD/FES/IL12B/IL23A/KLF10/LIF/RUNX1/TGFB1,11
GO:0042168,BP,GO:0042168,heme metabolic process,11/2934,16/6969,0.028793235,0.32715072,0.303191195,ALAS2/ATP5IF1/BLVRA/BLVRB/COX10/HMBS/HMOX1/HMOX2/PGRMC1/TMEM14A/UROD,11
GO:0046902,BP,GO:0046902,regulation of mitochondrial membrane permeability,11/2934,16/6969,0.028793235,0.32715072,0.303191195,ALKBH7/ATP5IF1/BAX/BBC3/CHCHD10/RHOT2/SLC25A5/SLC25A6/SLC35F6/TMEM14A/VDAC2,11
GO:1905710,BP,GO:1905710,positive regulation of membrane permeability,11/2934,16/6969,0.028793235,0.32715072,0.303191195,ATP5IF1/BAX/BBC3/CHCHD10/LAPTM5/RHOT2/SLC25A5/SLC25A6/SLC35F6/TMEM14A/VDAC2,11
GO:2000772,BP,GO:2000772,regulation of cellular senescence,11/2934,16/6969,0.028793235,0.32715072,0.303191195,ABL1/ARG2/MAP3K3/MIF/MORC3/PLK2/SIRT1/TBX2/TERF2/TWIST1/VASH1,11
GO:0023056,BP,GO:0023056,positive regulation of signaling,207/2934,445/6969,0.029016126,0.328550293,0.304488268,ABL1/ACKR3/ACRBP/ACTN4/ACVR2B/ADRA1B/AKAP5/ALOX15/ARHGEF2/ATF3/AVPI1/BAX/BBC3/BCAP31/BCL10/BID/BVES/C2CD2L/CALR/CAMK2A/CASP8/CCDC22/CCL1/CCL2/CCL25/CCL4/CCL5/CCL8/CCN1/CCN3/CCR7/CD4/CD40/CD63/CD74/CDKN2B/CFLAR/CHI3L1/CLU/CRH/CRKL/CSNK1E/CTH/CTSC/CTSH/CTSV/DDIT3/DHH/DLL4/DMTN/DOK5/DSTYK/ESM1/F3/FADD/FFAR4/FGF19/FURIN/FYN/G0S2/GADD45B/GAL/GAPDH/GDF15/GFAP/GPR17/GPR18/GPR20/GPR37/GRB10/HAP1/HBEGF/HEXIM1/HMOX1/HYAL2/IFI35/IGFBP6/IKBKB/IKBKG/IL10RA/IL12B/IL23A/ING2/INHBB/ITPR3/JAG1/KCNN4/LAMTOR1/LAMTOR2/LAMTOR5/LIF/LMCD1/LPAR2/LRRC8A/LTBR/LY96/MAP2K7/MAP3K3/MAPK8IP1/MCL1/MEN1/MIF/MOS/MPC2/MT3/MTURN/MYD88/NCK2/NEU3/NKX3-1/NLE1/NOG/NTRK1/P2RX7/PAIP2/PARK7/PCID2/PDCD4/PDGFA/PHB2/PIAS4/PIK3CD/PIK3R5/PIN1/PIP4P1/PPP1CA/PPP2CA/PRKN/PSEN1/PTH/PTK2B/RAB34/RACK1/RAD9A/RALB/RAP1B/RELL2/RHOA/RIPK1/RIPK3/RPL11/RPL26/RPS12/RPS3/RRAGA/RTN4/RTN4R/S100A12/S100A4/S100A8/SCIMP/SCT/SEMA4C/SESN2/SHC1/SIRT1/SLC15A3/SLC15A4/SLC8A3/SMARCB1/SMO/SOCS1/SOD1/SPHK1/SPP1/SPRED1/SPRING1/SPRY2/SQSTM1/SRI/STAMBPL1/STAT3/STK19/SYT12/TAOK3/TEDC2/TERF2IP/TGFA/TGFB1/TICAM1/TIMP3/TIRAP/TLR2/TLR4/TMEM106A/TNFAIP3/TNFRSF19/TNFSF14/TNIP2/TRAF2/TRAF3/TRH/TRIM32/TRIM39/TRIM44/TRIM62/TSPAN5/UBB/UBE2B/ULK3/VAMP8/VDR/VEGFA/WNT7A/XRCC3/ZBP1/ZDHHC5,207
GO:0060341,BP,GO:0060341,regulation of cellular localization,109/2934,225/6969,0.029805161,0.336288315,0.31165958,AKAP5/ANG/ARF6/ARHGDIA/ATP5IF1/BAX/BBC3/BCAP31/C2CD2L/CCN3/CCNE2/CCT4/CDK9/CELA2A/CHGA/CRKL/CSNK1E/DDRGK1/DERL3/DMAP1/DMTN/DVL1/EHD2/EIPR1/EPHA2/EPM2A/FBXO4/FKBP1B/FOXO1/FYN/GDI2/GPC2/HADH/HAP1/HYAL2/IER3IP1/IL12B/IL1A/INHBB/INPP5K/INPPL1/KCNJ11/KCNN4/LAMTOR5/LEPROT/LIF/LIMK2/LRRC8A/MESD/MPC2/MSN/MYOM1/NF2/NKX3-1/NOS2/NSFL1C/NUP153/OAZ3/ORMDL3/P2RX7/PARD6G/PARK7/PIAS4/PIN1/PKIG/PLK3/PLN/PPARG/PRKN/PSEN1/PTPN9/RACK1/RAMP3/RHBDF2/RNF4/RTN4/SAR1A/SESN2/SIDT2/SIN3A/SIRT4/SIRT7/SIX1/SMO/SQSTM1/SRI/SVIP/SWAP70/TBC1D20/TESK1/TGFB1/TLR2/TLR4/TMEM35A/TMEM53/TNNC1/TOMM7/TP53INP2/TRH/UQCC2/VAMP8/VCL/VCP/VPS28/WRAP53/ZDHHC5/ZDHHC7/ZFP36/ZPR1,109
GO:2000116,BP,GO:2000116,regulation of cysteine-type endopeptidase activity,32/2934,58/6969,0.030018025,0.336288315,0.31165958,BAX/BBC3/BCAP31/BCL10/BID/CASP8/CCN1/CST3/CYCS/DAP/F3/FADD/FAM162A/FAS/LAMTOR5/LAPTM5/MT3/MTCH1/MYC/NKX3-1/NLE1/NLRP3/PARK7/PCID2/PSMB9/RACK1/RHOA/RPS27L/RPS3/S100A8/SIAH2/SIRT1,32
GO:0032101,BP,GO:0032101,regulation of response to external stimulus,143/2934,301/6969,0.0302623,0.336288315,0.31165958,AIF1/ALOX12/ALOX15/APOH/AREL1/ARG2/ATOH7/BAP1/BAX/BCL10/CALR/CAPN3/CCL2/CCL5/CCN3/CCR7/CD40/CD74/CD9/CDC37/CEBPB/CTSC/CXCL8/DDT/DMTN/DUSP10/DUSP3/DVL1/ELF4/ESR1/F12/F2/FADD/FFAR4/FOXA2/GPATCH3/GPR17/GPR18/GPR4/GPSM3/GRK1/HAMP/HEXIM1/HYAL2/IFI35/IL10RA/IL12B/IL13/IL16/IL18/IL23A/IRF1/IRF3/ISG15/LRP8/LRRC14/LY96/LYAR/MACIR/MAPKAPK3/METTL3/MIF/MT3/MYD88/MYOD1/NFKBIA/NLRP3/NOVA2/NT5E/OTULIN/PARK7/PCBP2/PDCD4/PDE2A/PDGFA/PGC/PHB2/PLAU/POLR3D/POLR3F/PPARD/PPARG/PPP2CA/PPP6C/PQBP1/PSMB4/PTGES/PTK2B/RAB7B/RAC2/RBM14/RIPK1/RTN4/RTN4R/S100A14/S100A8/SAMHD1/SCIMP/SELENOS/SEMA3B/SEMA3G/SEMA4F/SEMA6C/SEMA6D/SERPING1/SH2B3/SIN3A/SLC15A3/SLC15A4/SPHK1/STAT2/STAT5A/STAT5B/SWAP70/TARBP2/TGFB1/TICAM1/TIRAP/TKFC/TLR2/TLR4/TLR5/TLR7/TLR9/TMEM126A/TMSB4X/TNFAIP3/TNFRSF1A/TNFSF14/TNFSF4/TNIP2/TRAF3/TRIM44/TRIM45/TRIM62/TYRO3/UNC93B1/VAMP8/VDR/VEGFA/ZBP1/ZDHHC5/ZFP36,143
GO:0080135,BP,GO:0080135,regulation of cellular response to stress,84/2934,170/6969,0.030846793,0.336288315,0.31165958,ABL1/ACKR3/ACRBP/ACTR8/ARHGEF2/BAX/BCAP31/BCL2L1/BDKRB2/CAV3/CDK9/CEBPG/CHCHD2/CLU/CRY1/DDRGK1/DDX39B/DMAP1/DUSP10/DUSP3/FAS/FBXO4/FGF19/FH/FICD/FIGNL1/GADD45B/IER5/IGFBP6/MAD2L2/MAP2K7/MAP3K3/MAPK8IP1/MDM2/MEN1/MIF/MORF4L2/MTURN/MYC/NBR1/NCK2/OTUB1/OTUB2/PARK7/PIAS4/PRKN/PSMD10/PTK2B/RAD51/RAD52/RAD9A/RAP2B/RELL2/RFWD3/RMI2/RNF8/RPL26/RPS3/RTN4R/SCIMP/SELENOS/SEMA4C/SIRT1/SIRT7/SMYD2/SPHK1/SPRED1/SPRING1/SVIP/TAOK3/TERF2IP/TIGAR/TIRAP/TLR4/TMEM259/TRAF2/TRAF3/TRIM32/TWIST1/UBQLN4/VPS72/WNT7A/WRAP53/YBX3,84
GO:0006418,BP,GO:0006418,tRNA aminoacylation for protein translation,12/2934,18/6969,0.031104823,0.336288315,0.31165958,EARS2/FARSA/GARS1/HARS1/HARS2/KARS1/NARS1/PARS2/TARS2/VARS1/WARS1/YARS1,12
GO:0006778,BP,GO:0006778,porphyrin-containing compound metabolic process,12/2934,18/6969,0.031104823,0.336288315,0.31165958,ALAS2/ATP5IF1/BLVRA/BLVRB/COX10/HMBS/HMOX1/HMOX2/PGRMC1/RSAD1/TMEM14A/UROD,12
GO:0006890,BP,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",12/2934,18/6969,0.031104823,0.336288315,0.31165958,BET1L/BNIP1/COPE/COPZ1/ERGIC1/ERGIC3/KDELR1/LMAN2/PLPP3/SCYL1/SEC22B/TMEM115,12
GO:0043462,BP,GO:0043462,regulation of ATP-dependent activity,12/2934,18/6969,0.031104823,0.336288315,0.31165958,AHSA1/ATP1B1/ATP5IF1/CHTOP/DNAJB1/DNAJB11/MCM2/MYL4/PLN/SIRT1/TNNC1/TNNT3,12
GO:0046006,BP,GO:0046006,regulation of activated T cell proliferation,12/2934,18/6969,0.031104823,0.336288315,0.31165958,FADD/IGFBP2/IL12B/IL18/IL23A/LGALS13/LRRC32/RIPK3/RPS3/STAT5A/STAT5B/TNFSF9,12
GO:0046847,BP,GO:0046847,filopodium assembly,12/2934,18/6969,0.031104823,0.336288315,0.31165958,ARF6/CAPZB/CDC42/DMTN/FGD1/FSCN1/NEURL1/PALM/S1PR2/SPEF1/SRF/VSTM5,12
GO:0090559,BP,GO:0090559,regulation of membrane permeability,12/2934,18/6969,0.031104823,0.336288315,0.31165958,ALKBH7/ATP5IF1/BAX/BBC3/CHCHD10/LAPTM5/RHOT2/SLC25A5/SLC25A6/SLC35F6/TMEM14A/VDAC2,12
GO:0097237,BP,GO:0097237,cellular response to toxic substance,12/2934,18/6969,0.031104823,0.336288315,0.31165958,ABTB2/AKR1A1/CCS/GSTM3/HBE1/HBQ1/MT3/OPRD1/PARK7/PIM1/PRKN/SOD1,12
GO:1901019,BP,GO:1901019,regulation of calcium ion transmembrane transporter activity,12/2934,18/6969,0.031104823,0.336288315,0.31165958,ATP1B1/CALM1/CASQ1/CAV3/CLIC2/FKBP1B/GEM/HAP1/HPCA/PLN/SRI/STIM1,12
GO:0031347,BP,GO:0031347,regulation of defense response,103/2934,212/6969,0.031128357,0.336288315,0.31165958,ALOX15/AREL1/ARG2/BAP1/BCL10/CCN3/CCR7/CD40/CD74/CDC37/CEBPB/CTSC/DDT/DUSP10/ELF4/ESR1/FADD/FFAR4/GPATCH3/GPR17/GPR4/GPSM3/HAMP/HEXIM1/HYAL2/IFI35/IL10RA/IL12B/IL13/IL18/IL23A/IRF1/IRF3/ISG15/LRP8/LRRC14/LY96/LYAR/MACIR/MAPKAPK3/METTL3/MYD88/NFKBIA/NLRP3/NT5E/OTULIN/PARK7/PCBP2/PDCD4/PDE2A/PGC/PHB2/POLR3D/POLR3F/PPARD/PPARG/PPP2CA/PPP6C/PQBP1/PSMB4/PTGES/RAB7B/RBM14/RIPK1/RTN4/S100A14/S100A8/SAMHD1/SCIMP/SELENOS/SERPING1/SIN3A/SLC15A3/SLC15A4/SPHK1/STAT2/STAT5A/STAT5B/TARBP2/TICAM1/TIRAP/TKFC/TLR2/TLR4/TLR5/TLR7/TLR9/TMEM126A/TMSB4X/TNFAIP3/TNFRSF1A/TNFSF4/TNIP2/TRAF3/TRIM44/TRIM45/TRIM62/TYRO3/UNC93B1/VAMP8/ZBP1/ZDHHC5/ZFP36,103
GO:0031589,BP,GO:0031589,cell-substrate adhesion,40/2934,75/6969,0.031896129,0.342244855,0.317179882,ABL1/ACTN4/AKIP1/ALOX15/ARPC2/BVES/CALR/CCL25/CCN1/CD63/CDC42/CRKL/DMTN/DUSP3/ECM2/EPHA1/FUT1/ITGA5/JAG1/OLFM4/PDPN/PEAK1/PIP5K1A/PLET1/PTK2B/PTPRA/RAC2/RADIL/RELL2/RHOA/RHOD/RRAS/S100A10/SRF/TESK1/TYRO3/VCL/VEGFA/VTN/VWF,40
GO:0006665,BP,GO:0006665,sphingolipid metabolic process,29/2934,52/6969,0.031991325,0.342244855,0.317179882,A4GALT/ACER1/AGK/B4GALT5/BAX/CCN1/CERS2/CERS4/CYP4F22/DEGS1/GBA1/GM2A/KDSR/NEU1/NEU3/ORMDL2/ORMDL3/P2RX7/PLPP1/PLPP3/PSAP/SAMD8/SGMS2/SMPD2/SPHK1/SPTSSA/ST3GAL1/ST3GAL3/UGCG,29
GO:1902115,BP,GO:1902115,regulation of organelle assembly,29/2934,52/6969,0.031991325,0.342244855,0.317179882,CAV3/CCSAP/CHMP1A/CHMP4A/CHMP5/DRG1/FSCN1/FUZ/GDI2/HAP1/IFT20/IL5/KAT2A/LIMK2/MSN/PHF23/PLK2/PTK2B/RALB/RBM14/RHOA/RNF4/RNF5/SDC1/SNX30/TBC1D7/TESK1/TMEM39A/WRAP73,29
GO:0006886,BP,GO:0006886,intracellular protein transport,124/2934,259/6969,0.032276164,0.343849358,0.318666876,AGK/AIP/AKAP5/AP1M1/AP2M1/AP2S1/AP3S2/AP4B1/ARF6/ATP5IF1/BAX/BBC3/BCAP31/BCS1L/CALR/CD74/CHCHD4/CHMP4A/CLTB/COPZ1/COX18/DERL3/DESI1/DMAP1/DMTN/EGR2/ELAVL1/EPM2A/FAF2/FBXO7/FYN/GDAP1/GET3/GFAP/HAP1/HIKESHI/HSPB1/HYAL2/IMMP1L/INPP5K/IPO4/ISG15/M6PR/MAIP1/MAP1LC3C/MLPH/MON1B/MTCH1/MYRIP/NAPB/NFKBIA/NUTF2/NXT1/OAZ3/PARK7/PEX12/PEX14/PEX19/PHB2/PKIG/PLK3/PREB/PSEN1/RAB20/RAB3D/RAMP3/RILPL1/ROMO1/SAR1A/SEC23B/SEC24C/SEC61A1/SEC61B/SEC61G/SELENOS/SIRT7/SMO/SNF8/SNUPN/SNX11/SNX9/SPCS1/SQSTM1/SRP14/SRP68/SRP9/SRPRA/SSR3/STAT3/STX11/STX12/STX16/STX1A/STX5/STX6/SVIP/SYTL1/TGFB1/TGFBRAP1/TIMM17B/TIMM21/TIMM22/TIMM44/TMED1/TMED9/TMEM129/TOMM20/TOMM22/TOMM34/TOMM40/TOMM7/TRMT10B/VCP/VIPAS39/VPS16/VPS18/VPS26B/VPS26C/VPS28/XPO6/ZDHHC23/ZDHHC9/ZFAND2A/ZPR1,124
GO:0000381,BP,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",13/2934,20/6969,0.03287179,0.343849358,0.318666876,CELF3/EIF4A3/MAGOH/MYOD1/NOVA2/PTBP1/RBM15B/RBM38/RBM8A/SRSF2/SRSF6/TRA2B/ZBTB7A,13
GO:0014812,BP,GO:0014812,muscle cell migration,13/2934,20/6969,0.03287179,0.343849358,0.318666876,ABHD2/AIF1/CCN3/DDIT3/GRB10/NR4A3/PDGFA/PLAT/PLEKHO1/SEMA6D/SIX1/SMO/TLR4,13
GO:0030032,BP,GO:0030032,lamellipodium assembly,13/2934,20/6969,0.03287179,0.343849358,0.318666876,ARPC2/AVIL/BRK1/CAPZB/DMTN/EPHA2/FSCN1/NCK2/RAC2/RHOD/SPEF1/VCL/WASF2,13
GO:0032623,BP,GO:0032623,interleukin-2 production,13/2934,20/6969,0.03287179,0.343849358,0.318666876,ABL1/HOMER2/IL1A/RPS3/RUNX1/SASH3/STAT5A/STAT5B/TNFAIP3/TRAF2/TRIM27/VTCN1/ZFP36,13
GO:0032663,BP,GO:0032663,regulation of interleukin-2 production,13/2934,20/6969,0.03287179,0.343849358,0.318666876,ABL1/HOMER2/IL1A/RPS3/RUNX1/SASH3/STAT5A/STAT5B/TNFAIP3/TRAF2/TRIM27/VTCN1/ZFP36,13
